Student ID,Age,Math Score,Science Score,English Score,Hours Studied,Pass Fail
995,18,50,80,62,5,0
996,23,61,80,61,10,1
997,18,66,63,69,5,0
998,24,60,51,66,5,1
999,21,71,72,98,4,0
1000,23,70,61,74,3,1
1001,24,87,71,73,3,0
1002,19,63,86,66,2,1
1003,20,82,75,100,5,0
1004,18,78,85,62,4,1
1005,22,99,57,67,6,1
1006,22,63,83,81,2,0
1007,21,58,90,74,2,0
1008,19,83,70,59,8,0
1009,18,70,97,72,6,1
1010,19,84,59,78,3,1
1011,18,75,62,77,5,0
1012,21,33,77,78,3,0
1013,21,70,70,93,2,0
1014,22,69,61,74,3,0
1015,19,66,77,79,1,1
1016,23,63,74,47,7,1
1017,22,41,62,90,6,1
1018,19,78,72,72,5,0
1019,22,70,79,63,6,1
1020,23,81,62,70,8,1
1021,20,41,76,78,3,1
1022,20,72,59,82,3,0
1023,20,61,61,71,5,1
1024,20,67,83,78,5,0
1025,24,61,77,69,1,0
1026,18,73,47,76,4,1
1027,24,62,65,74,9,1
1028,24,49,75,75,8,1
1029,24,66,71,68,3,0
1030,20,61,77,76,5,0
1031,23,63,71,63,5,1
1032,21,17,68,73,7,1
1033,21,75,68,65,8,1
1034,18,60,83,62,9,1
1035,20,44,78,64,7,1
1036,20,78,74,69,2,0
1037,20,74,71,66,8,0
1038,22,60,63,75,8,0
1039,19,47,66,72,2,0
1040,22,67,82,82,6,1
1041,19,66,81,71,10,1
1042,20,78,62,73,1,1
1043,20,58,71,90,7,0
1044,22,82,75,67,10,1
1045,22,56,75,69,2,0
1046,19,44,75,84,5,0
1047,21,48,56,62,7,1
1048,19,64,55,85,10,0
1049,22,64,84,69,9,1
1050,23,69,88,63,1,1
1051,22,63,52,81,9,1
1052,23,79,69,69,5,0
1053,18,61,79,90,6,1
1054,22,35,43,72,8,1
1055,18,63,57,72,2,0
1056,21,34,68,66,7,1
1057,19,69,62,70,4,1
1058,23,80,72,69,9,1
1059,19,50,87,85,6,0
1060,18,86,59,74,7,0
1061,23,77,70,79,6,1
1062,19,83,65,72,8,1
1063,22,67,71,67,6,1
1064,20,50,70,75,7,1
1065,18,76,100,87,8,1
1066,19,55,87,61,1,0
1067,18,66,51,76,10,1
1068,24,62,59,86,4,1
1069,18,81,60,63,6,1
1070,23,75,55,81,1,1
1071,24,63,53,81,4,0
1072,23,35,67,59,6,1
1073,20,55,61,83,7,1
1074,24,75,59,66,6,1
1075,22,69,94,75,4,0
1076,18,42,61,82,7,1
1077,19,37,64,84,10,1
1078,21,67,78,56,2,1
1079,18,49,64,89,6,1
1080,18,50,56,86,5,0
1081,20,75,66,82,2,0
1082,22,83,94,75,9,1
1083,21,53,64,67,7,1
1084,24,64,59,61,3,1
1085,24,63,75,55,7,1
1086,24,62,66,78,6,1
1087,23,65,100,82,7,1
1088,23,76,60,71,4,1
1089,19,54,90,67,10,1
1090,21,42,83,72,8,1
1091,24,90,65,65,8,1
1092,23,81,69,72,7,1
1093,19,48,57,65,7,1
1094,22,67,63,78,10,1
1095,19,80,65,84,8,1
1096,23,76,71,77,1,1
1097,20,71,53,71,6,1
1098,20,62,73,81,2,1
1099,24,90,68,72,1,0
1100,20,68,74,81,10,1
1101,24,57,76,65,7,1
1102,24,78,67,66,6,1
1103,23,66,75,62,5,0
1104,20,70,68,67,5,0
1105,24,68,78,81,9,1
1106,21,72,73,63,9,0
1107,22,50,72,48,6,0
1108,19,43,68,67,3,1
1109,19,86,85,60,7,0
1110,23,68,74,66,4,1
1111,20,76,54,93,5,1
1112,20,38,64,63,7,1
1113,24,81,67,78,7,1
1114,18,57,69,71,10,0
1115,24,52,72,75,8,1
1116,22,64,58,66,1,1
1117,21,50,69,83,5,0
1118,19,64,66,76,9,1
1119,24,62,83,76,7,1
1120,18,80,58,72,2,0
1121,18,87,69,84,1,1
1122,24,87,61,77,8,1
1123,23,31,92,75,9,1
1124,19,50,85,78,10,1
1125,23,30,50,54,5,0
1126,21,47,60,73,6,1
1127,18,55,80,71,2,1
1128,18,71,75,83,5,1
1129,22,57,75,64,4,0
1130,21,57,72,74,8,0
1131,18,67,81,91,8,0
1132,21,39,79,71,5,0
1133,19,52,66,58,8,1
1134,20,57,55,93,6,1
1135,18,61,49,64,10,1
1136,22,66,68,61,6,1
1137,19,87,47,61,4,0
1138,24,78,73,79,10,1
1139,21,53,66,84,3,1
1140,24,61,93,89,9,0
1141,23,60,74,72,5,0
1142,19,57,69,62,10,0
1143,24,69,50,66,10,1
1144,18,37,54,72,4,0
1145,21,78,78,71,6,1
1146,20,90,66,85,4,0
1147,19,60,100,58,6,1
1148,18,60,69,60,10,1
1149,22,67,72,68,8,1
1150,23,80,54,75,8,1
1151,21,60,81,67,6,1
1152,19,79,58,66,1,1
1153,19,72,76,83,1,1
1154,20,100,79,76,3,1
1155,20,60,71,62,2,1
1156,22,35,91,66,1,1
1157,23,43,62,77,1,0
1158,22,65,90,59,6,0
1159,18,80,54,77,7,0
1160,18,55,79,68,8,1
1161,22,61,68,75,3,0
1162,23,75,61,73,1,0
1163,22,50,50,60,5,0
1164,23,55,66,65,8,1
1165,23,47,66,86,4,0
1166,24,82,72,95,2,1
1167,21,88,78,54,9,1
1168,23,41,60,82,9,1
1169,20,62,91,74,3,0
1170,23,86,63,92,7,1
1171,23,70,77,66,1,1
1172,23,57,71,80,8,1
1173,24,41,67,68,8,1
1174,24,82,70,84,3,0
1175,18,70,58,95,5,1
1176,24,42,65,74,4,1
1177,20,82,53,60,7,1
1178,20,40,63,86,7,1
1179,24,61,64,77,8,1
1180,22,61,80,75,5,0
1181,21,89,66,87,5,1
1182,24,61,64,60,8,1
1183,23,61,72,64,5,1
1184,19,44,72,77,1,1
1185,21,55,62,64,3,1
1186,21,52,74,68,2,0
1187,20,53,67,84,10,1
1188,21,65,62,76,5,1
1189,24,28,64,60,8,0
1190,23,42,81,76,9,1
1191,23,63,64,84,9,0
1192,18,66,73,73,1,0
1193,23,61,54,80,1,0
1194,23,64,83,66,1,0
1195,20,58,63,74,1,1
1196,23,64,74,56,9,1
1197,18,71,66,78,1,0
1198,19,71,74,75,7,1
1199,24,54,75,59,6,1
1200,20,78,68,87,9,0
1201,19,67,47,77,9,1
1202,20,83,83,65,4,1
1203,22,86,68,78,9,1
1204,21,43,74,62,6,1
1205,22,52,78,63,5,1
1206,23,77,64,62,9,1
1207,19,40,76,61,7,1
1208,23,86,61,76,9,1
1209,21,59,74,72,5,0
1210,20,73,70,79,4,0
1211,21,63,64,43,10,1
1212,18,44,70,68,3,1
1213,21,80,57,68,5,1
1214,18,100,73,72,9,1
1215,21,57,74,72,3,0
1216,24,60,74,74,1,0
1217,18,25,88,72,2,0
1218,19,85,68,67,10,0
1219,23,78,69,68,5,0
1220,23,38,55,71,3,0
1221,22,34,88,77,6,1
1222,23,35,52,72,8,1
1223,20,74,72,64,6,1
1224,24,76,62,63,10,1
1225,21,51,70,77,9,1
1226,22,72,54,79,6,1
1227,20,67,80,82,5,0
1228,20,59,58,67,4,0
1229,18,79,83,53,2,1
1230,23,46,58,75,6,1
1231,19,82,81,64,2,0
1232,19,54,60,70,5,0
1233,22,91,62,73,1,0
1234,24,49,69,77,3,0
1235,19,59,59,80,10,1
1236,21,65,59,83,5,0
1237,19,65,59,85,7,1
1238,22,72,73,73,8,1
1239,19,45,69,55,7,1
1240,21,64,70,65,7,0
1241,18,67,66,86,2,0
1242,24,57,76,73,6,1
1243,22,71,82,93,5,0
1244,18,44,76,68,9,1
1245,18,60,67,95,10,1
1246,18,53,55,71,4,0
1247,20,60,46,67,7,1
1248,24,86,69,64,8,1
1249,23,86,46,78,6,1
1250,24,84,67,57,3,0
1251,20,58,86,66,5,1
1252,23,78,56,71,1,0
1253,24,66,54,49,8,1
1254,18,65,77,71,2,0
1255,22,63,36,89,10,1
1256,23,91,74,76,7,0
1257,21,85,87,65,9,1
1258,21,76,59,67,1,0
1259,19,62,57,75,4,0
1260,23,65,77,66,7,1
1261,22,72,55,76,9,1
1262,20,57,79,66,2,0
1263,18,79,56,61,2,0
1264,19,51,91,83,6,1
1265,21,70,77,79,3,1
1266,20,30,70,53,4,0
1267,20,56,90,68,3,0
1268,18,96,82,82,1,0
1269,23,80,74,70,6,1
1270,21,88,47,66,2,0
1271,22,54,61,69,2,1
1272,20,66,83,73,7,1
1273,18,84,54,70,5,0
1274,22,74,60,71,8,1
1275,23,72,57,70,2,0
1276,21,89,74,62,10,1
1277,23,49,81,61,8,1
1278,20,62,81,61,7,0
1279,22,38,59,72,10,1
1280,22,48,74,77,8,1
1281,22,81,59,62,3,0
1282,20,51,67,56,8,1
1283,20,76,76,63,6,1
1284,23,89,82,86,2,0
1285,19,62,44,68,6,1
1286,23,72,71,69,5,0
1287,21,76,86,64,3,0
1288,18,46,72,77,1,0
1289,22,55,70,70,7,1
1290,19,49,63,64,2,0
1291,18,56,86,61,1,0
1292,19,75,63,75,1,0
1293,24,56,68,74,7,0
1294,23,64,64,59,1,0
1295,20,49,71,84,9,1
1296,22,83,87,65,6,1
1297,23,56,59,49,4,0
1298,18,87,71,87,4,0
1299,24,65,74,70,5,0
1300,24,43,60,76,2,0
1301,24,62,69,88,5,0
1302,18,49,92,61,2,1
1303,18,73,48,76,4,0
1304,18,61,64,83,10,0
1305,18,67,73,62,5,1
1306,24,59,65,86,6,0
1307,24,56,100,57,6,1
1308,19,50,76,71,9,1
1309,23,77,57,61,4,1
1310,22,62,41,78,5,1
1311,20,60,74,62,6,0
1312,24,62,60,65,4,0
1313,20,54,85,63,6,1
1314,23,60,66,59,2,1
1315,23,68,63,64,7,0
1316,20,49,62,71,3,0
1317,24,51,81,70,10,1
1318,20,85,74,69,4,0
1319,19,59,91,65,9,1
1320,21,56,67,68,5,1
1321,24,44,80,56,9,1
1322,24,77,80,65,10,1
1323,22,49,78,69,10,0
1324,18,64,63,74,10,1
1325,21,39,75,73,10,0
1326,23,77,68,59,6,1
1327,24,82,68,76,8,0
1328,20,72,60,73,5,0
1329,21,41,44,86,5,0
1330,22,77,84,57,3,0
1331,23,52,75,70,7,1
1332,18,47,53,82,2,0
1333,18,59,78,69,3,0
1334,22,58,85,62,2,0
1335,22,57,79,63,8,1
1336,20,84,59,79,4,1
1337,24,95,61,56,10,1
1338,18,44,63,68,8,1
1339,23,54,80,63,8,0
1340,21,67,75,63,8,1
1341,23,59,100,76,8,0
1342,19,70,50,68,8,1
1343,19,78,69,74,9,1
1344,22,76,46,59,2,0
1345,20,74,77,80,9,1
1346,19,89,82,74,8,1
1347,18,41,87,84,10,1
1348,23,87,72,67,1,0
1349,23,58,47,76,5,0
1350,22,76,69,79,2,0
1351,24,49,75,76,10,1
1352,24,51,57,88,5,0
1353,21,74,66,55,8,1
1354,22,36,54,73,9,0
1355,21,79,62,67,9,1
1356,24,83,80,67,1,1
1357,22,67,78,86,7,1
1358,22,67,53,65,8,0
1359,22,52,61,80,10,1
1360,24,75,70,61,3,0
1361,21,70,72,82,6,1
1362,21,51,62,71,3,0
1363,22,59,75,69,9,1
1364,19,62,69,56,3,1
1365,20,59,39,69,2,1
1366,24,44,63,65,9,1
1367,20,75,62,89,8,0
1368,20,61,78,72,8,0
1369,21,65,78,66,2,0
1370,21,56,49,65,6,0
1371,19,72,75,58,5,0
1372,20,67,69,87,2,0
1373,20,83,71,84,5,0
1374,22,72,62,71,4,1
1375,21,61,69,93,9,1
1376,20,53,83,71,1,0
1377,23,77,71,82,6,1
1378,19,60,69,77,7,1
1379,23,62,64,66,6,1
1380,23,62,82,73,5,0
1381,24,58,54,75,4,0
1382,24,62,60,58,5,0
1383,19,93,53,74,9,1
1384,23,49,72,83,5,1
1385,20,52,84,65,10,0
1386,21,85,66,69,8,1
1387,19,59,57,60,7,1
1388,22,58,89,67,4,1
1389,23,80,75,67,10,1
1390,19,43,73,87,5,1
1391,18,77,67,68,7,1
1392,18,65,78,66,6,1
1393,24,71,73,71,3,0
1394,21,71,64,54,10,1
1395,20,55,66,48,3,0
1396,21,80,57,58,2,0
1397,21,56,56,75,3,1
1398,21,71,66,71,10,1
1399,21,83,83,80,1,0
1400,22,85,57,56,9,1
1401,22,60,80,69,2,0
1402,24,71,60,56,3,0
1403,19,59,48,74,5,0
1404,18,100,76,58,10,1
1405,21,76,89,69,4,0
1406,24,66,59,74,5,0
1407,19,69,51,68,6,0
1408,18,71,75,49,5,1
1409,23,71,58,88,10,1
1410,20,61,76,67,1,1
1411,22,59,83,55,6,1
1412,23,62,73,79,9,0
1413,18,47,79,79,3,0
1414,23,75,79,68,2,0
1415,20,52,81,87,6,1
1416,24,49,70,64,3,1
1417,18,64,79,73,4,0
1418,23,63,71,77,6,1
1419,22,68,74,87,6,0
1420,22,56,100,52,2,0
1421,19,59,72,94,3,0
1422,23,75,52,83,9,1
1423,21,74,67,76,2,1
1424,23,73,66,64,3,1
1425,24,65,66,63,9,0
1426,18,67,81,74,4,0
1427,18,68,83,76,1,0
1428,24,55,68,75,2,0
1429,23,87,53,73,3,0
1430,24,84,71,76,9,1
1431,20,76,63,50,9,1
1432,24,58,72,69,6,0
1433,22,73,68,58,6,0
1434,24,79,84,71,3,0
1435,18,46,73,85,5,0
1436,22,90,63,62,4,0
1437,18,38,53,64,10,1
1438,19,75,69,63,10,1
1439,21,86,69,64,9,1
1440,18,63,66,77,9,0
1441,22,62,79,79,1,0
1442,19,75,53,86,8,1
1443,18,92,60,61,9,1
1444,20,60,70,78,5,1
1445,24,53,63,80,4,0
1446,21,58,65,88,10,0
1447,18,41,69,62,4,0
1448,19,78,78,51,2,1
1449,20,57,68,69,9,1
1450,23,61,46,100,5,0
1451,19,78,62,61,3,1
1452,24,59,75,76,6,1
1453,19,76,79,49,9,1
1454,20,49,79,90,9,1
1455,19,79,83,53,5,0
1456,20,70,71,48,8,1
1457,18,63,73,72,4,1
1458,20,66,57,73,5,1
1459,20,45,43,86,7,1
1460,21,66,52,80,7,1
1461,20,62,61,51,7,0
1462,20,46,53,70,8,1
1463,23,54,66,65,5,0
1464,18,63,64,58,1,0
1465,24,55,81,76,9,1
1466,21,28,58,82,9,1
1467,23,81,71,63,7,1
1468,22,62,64,68,6,0
1469,18,30,57,69,5,0
1470,18,97,61,65,5,1
1471,22,83,45,67,3,0
1472,24,59,78,65,10,1
1473,20,52,86,73,1,0
1474,23,71,66,66,6,0
1475,19,68,70,76,8,1
1476,21,73,66,66,2,0
1477,19,52,60,78,8,1
1478,22,81,78,65,8,1
1479,18,57,73,78,10,1
1480,24,75,35,63,8,1
1481,18,53,57,80,10,0
1482,21,100,45,54,3,0
1483,18,75,88,71,10,1
1484,18,100,67,66,8,0
1485,21,77,72,71,4,1
1486,23,56,65,60,3,1
1487,23,77,83,70,9,1
1488,21,78,80,60,8,0
1489,24,70,67,69,10,1
1490,22,74,90,68,2,0
1491,18,76,72,75,8,1
1492,24,50,52,72,3,0
1493,18,49,71,90,10,1
1494,22,53,76,66,6,0
1495,23,66,68,70,5,1
1496,24,61,65,100,8,0
1497,20,50,91,69,9,1
1498,20,76,55,81,7,1
1499,20,69,36,77,6,1
1500,23,67,89,95,6,1
1501,23,61,55,57,1,1
1502,22,59,66,56,5,1
1503,18,52,65,60,8,1
1504,22,79,84,73,6,1
1505,22,54,87,61,1,0
1506,23,68,54,50,5,1
1507,20,89,86,62,5,1
1508,19,60,86,75,3,0
1509,18,79,70,62,8,1
1510,23,73,81,83,9,1
1511,20,69,82,60,6,1
1512,24,71,66,72,6,1
1513,19,63,68,68,2,0
1514,19,65,77,73,10,0
1515,23,56,50,74,2,0
1516,21,65,65,87,6,1
1517,18,56,55,78,8,1
1518,19,80,87,67,2,0
1519,23,39,65,78,9,0
1520,23,72,73,79,9,1
1521,20,70,67,92,4,0
1522,24,68,66,70,4,0
1523,21,80,72,71,4,0
1524,18,60,61,85,5,1
1525,22,68,67,52,8,1
1526,24,39,67,69,2,1
1527,24,58,64,78,5,1
1528,20,77,74,82,2,0
1529,19,44,64,49,8,0
1530,19,67,89,58,1,0
1531,20,54,77,47,7,1
1532,23,63,53,80,3,1
1533,19,55,76,74,4,0
1534,21,46,61,86,8,0
1535,18,70,71,72,3,1
1536,24,64,61,94,7,0
1537,24,74,43,62,1,1
1538,21,76,69,68,9,1
1539,19,83,52,76,6,1
1540,24,67,75,64,3,0
1541,22,84,72,76,7,1
1542,18,50,62,70,5,0
1543,18,78,91,70,8,0
1544,24,71,55,70,8,0
1545,20,68,62,79,9,1
1546,24,71,56,68,6,1
1547,20,50,94,60,4,0
1548,24,47,86,72,2,1
1549,22,90,52,65,3,1
1550,23,62,60,62,5,0
1551,18,62,60,54,8,0
1552,24,48,63,81,10,1
1553,22,42,57,78,2,0
1554,20,63,62,86,5,0
1555,20,59,82,72,9,1
1556,18,65,93,82,2,0
1557,21,66,51,62,8,0
1558,24,100,57,52,3,1
1559,19,59,72,64,8,1
1560,20,88,51,69,4,1
1561,23,89,72,75,4,0
1562,23,76,76,84,7,0
1563,20,61,78,75,5,0
1564,21,44,76,94,4,0
1565,21,72,63,73,7,1
1566,22,80,67,73,3,1
1567,23,91,55,75,9,1
1568,22,50,75,75,5,0
1569,23,61,89,75,3,0
1570,24,50,75,59,2,0
1571,24,55,61,80,7,1
1572,19,74,81,97,7,1
1573,24,54,98,63,5,0
1574,19,52,72,71,4,0
1575,24,76,76,58,2,0
1576,18,71,78,79,2,0
1577,24,70,50,79,7,1
1578,22,55,65,56,10,1
1579,20,84,63,58,7,1
1580,22,65,80,51,4,0
1581,20,100,78,87,4,0
1582,21,67,68,63,4,0
1583,22,29,63,70,2,0
1584,21,29,49,68,9,1
1585,19,74,69,81,1,0
1586,19,84,58,78,8,1
1587,18,53,57,78,6,1
1588,24,96,81,63,10,1
1589,22,89,79,78,7,1
1590,21,68,64,81,5,0
1591,20,73,51,78,6,0
1592,19,78,60,59,6,1
1593,24,93,81,60,9,1
1594,19,75,75,89,10,1
1595,20,67,64,91,4,0
1596,24,75,70,71,5,0
1597,24,73,45,71,4,0
1598,21,78,44,73,1,1
1599,21,41,93,77,10,0
1600,22,69,76,57,6,1
1601,22,71,70,74,5,0
1602,23,63,65,61,4,0
1603,23,76,48,71,6,1
1604,18,93,81,63,5,0
1605,19,67,56,65,3,0
1606,22,75,78,73,2,0
1607,21,89,71,65,6,1
1608,20,67,69,61,4,0
1609,21,51,54,86,10,1
1610,19,74,54,61,3,1
1611,23,31,74,48,8,0
1612,21,30,70,77,9,0
1613,18,69,70,69,7,1
1614,19,29,73,71,2,0
1615,23,45,46,73,8,1
1616,20,59,82,84,5,0
1617,23,54,65,90,10,1
1618,24,62,84,74,7,1
1619,18,81,45,60,5,0
1620,19,68,76,73,2,0
1621,20,52,76,77,4,0
1622,18,85,52,82,5,0
1623,23,43,62,73,6,1
1624,18,68,57,66,5,1
1625,19,41,80,62,10,1
1626,22,68,73,70,1,0
1627,18,60,89,56,1,0
1628,24,81,72,75,3,1
1629,18,75,78,73,9,1
1630,23,56,84,73,2,0
1631,23,53,76,79,10,1
1632,20,60,65,86,5,1
1633,23,93,63,71,9,1
1634,21,89,69,72,7,1
1635,19,50,79,68,8,1
1636,19,77,60,77,2,1
1637,22,39,77,71,5,0
1638,22,58,73,83,9,1
1639,19,51,54,83,1,0
1640,24,81,77,75,1,0
1641,22,45,71,71,10,1
1642,20,71,63,69,8,1
1643,23,65,71,76,2,1
1644,19,62,63,76,9,1
1645,22,90,72,69,10,1
1646,19,91,67,74,9,1
1647,21,62,51,64,4,0
1648,18,59,68,76,2,0
1649,23,42,64,65,3,0
1650,19,64,77,79,10,1
1651,18,94,80,68,1,0
1652,22,63,63,88,3,1
1653,18,75,60,72,5,1
1654,23,44,49,74,3,0
1655,19,58,60,58,3,0
1656,21,71,66,86,10,0
1657,24,66,53,71,6,1
1658,22,77,80,89,3,0
1659,19,55,73,72,3,0
1660,23,38,68,69,9,1
1661,22,81,69,66,2,1
1662,20,50,73,78,1,1
1663,18,72,77,77,10,1
1664,24,71,79,58,8,1
1665,23,40,66,66,3,0
1666,20,80,68,79,7,1
1667,19,56,72,65,2,0
1668,21,65,67,63,8,0
1669,22,59,80,73,9,1
1670,18,89,84,72,8,1
1671,22,85,74,67,8,1
1672,24,37,59,89,8,0
1673,19,98,76,70,7,1
1674,22,54,74,59,2,0
1675,18,96,58,55,8,1
1676,19,61,74,82,5,1
1677,22,59,63,61,6,1
1678,21,61,78,72,4,1
1679,23,58,76,63,1,0
1680,19,100,72,70,5,0
1681,23,63,70,75,3,1
1682,19,60,44,58,9,1
1683,21,66,55,67,4,0
1684,23,50,68,65,10,1
1685,20,88,88,62,2,1
1686,18,42,76,68,4,0
1687,20,55,91,65,3,0
1688,22,79,70,80,3,0
1689,21,65,69,64,5,0
1690,20,73,87,76,1,1
1691,19,87,68,76,5,0
1692,22,80,58,56,8,1
1693,22,67,73,66,10,1
1694,20,96,83,70,9,0
1695,20,55,60,74,1,1
1696,21,63,77,69,2,1
1697,18,64,68,82,2,0
1698,20,63,75,73,6,1
1699,24,48,73,76,1,1
1700,20,41,65,66,1,1
1701,23,71,68,76,2,1
1702,19,55,65,91,4,0
1703,24,93,71,77,2,0
1704,24,63,59,83,4,1
1705,23,61,62,69,3,0
1706,23,81,65,81,3,0
1707,22,71,74,82,9,1
1708,18,62,53,74,8,1
1709,19,55,68,71,10,1
1710,21,100,61,57,9,1
1711,24,70,65,71,1,1
1712,21,81,62,77,5,0
1713,20,49,72,64,4,1
1714,20,56,68,59,9,1
1715,21,96,78,73,3,1
1716,20,85,74,74,5,0
1717,18,71,51,58,8,1
1718,23,59,58,72,10,1
1719,20,61,67,74,5,1
1720,22,54,69,85,9,1
1721,20,47,59,67,2,0
1722,19,78,85,92,6,1
1723,18,73,80,72,5,0
1724,19,76,50,59,9,0
1725,19,59,74,68,7,1
1726,22,68,69,60,8,1
1727,18,58,84,70,7,1
1728,18,54,51,76,10,1
1729,18,90,94,74,10,1
1730,18,66,59,60,5,0
1731,18,72,74,59,5,0
1732,22,77,62,76,4,0
1733,20,67,65,78,2,1
1734,19,68,49,67,9,1
1735,18,48,84,46,10,1
1736,24,51,66,60,10,1
1737,20,50,67,81,10,1
1738,20,74,97,64,10,1
1739,19,66,81,68,3,0
1740,22,51,61,77,3,1
1741,21,73,62,68,3,1
1742,21,73,73,85,8,0
1743,20,54,79,68,6,1
1744,23,64,91,63,1,0
1745,23,73,50,83,3,1
1746,19,52,78,72,4,0
1747,21,73,80,61,2,0
1748,20,69,60,76,6,1
1749,22,50,65,69,10,1
1750,21,68,50,60,1,0
1751,20,70,63,72,1,1
1752,20,55,72,70,8,1
1753,18,56,89,55,4,0
1754,22,49,90,61,1,0
1755,18,58,57,90,7,1
1756,19,64,87,72,9,1
1757,18,56,46,85,10,1
1758,24,42,62,75,7,1
1759,18,54,66,84,1,0
1760,24,58,73,77,1,0
1761,21,77,71,62,1,0
1762,23,73,74,78,8,1
1763,20,77,67,62,7,1
1764,24,53,81,81,3,0
1765,22,67,78,74,3,0
1766,18,28,66,72,3,0
1767,24,71,80,67,2,0
1768,22,74,94,79,4,0
1769,23,59,61,70,7,1
1770,23,69,90,52,9,1
1771,18,42,62,54,3,0
1772,19,52,86,59,10,0
1773,18,76,63,79,7,1
1774,21,72,79,80,4,0
1775,24,58,72,75,1,0
1776,20,77,48,75,5,0
1777,19,67,92,86,8,1
1778,18,57,59,75,3,1
1779,22,62,54,78,10,1
1780,19,58,62,71,4,0
1781,24,47,100,67,3,0
1782,19,83,54,69,10,1
1783,24,56,72,92,8,1
1784,18,52,56,61,10,1
1785,24,42,58,75,8,1
1786,19,25,50,56,4,0
1787,22,75,73,65,2,0
1788,23,76,68,79,3,0
1789,19,82,56,53,3,1
1790,24,62,80,81,4,0
1791,23,60,81,92,2,0
1792,24,57,74,75,2,1
1793,22,58,84,84,3,1
1794,24,81,65,74,1,1
1795,18,64,73,79,8,1
1796,20,70,65,76,6,0
1797,19,58,51,66,3,0
1798,20,84,72,66,1,0
1799,24,36,71,83,3,1
1800,22,46,69,71,1,1
1801,19,70,74,70,3,0
1802,24,91,86,70,4,1
1803,23,61,67,75,6,1
1804,21,52,58,60,7,1
1805,24,80,67,70,7,1
1806,20,69,68,75,9,0
1807,19,84,81,59,8,1
1808,20,45,71,74,4,1
1809,19,83,56,63,6,1
1810,24,41,79,75,1,1
1811,18,60,77,93,8,1
1812,23,71,71,70,6,1
1813,24,67,81,61,2,1
1814,20,80,83,74,8,1
1815,21,37,65,76,4,0
1816,21,67,59,62,9,1
1817,22,82,69,54,4,0
1818,19,65,76,62,1,0
1819,20,47,68,71,7,1
1820,22,80,58,67,10,1
1821,20,55,71,82,5,1
1822,19,52,45,77,10,0
1823,24,50,66,73,5,1
1824,24,62,80,54,4,0
1825,21,67,80,78,6,1
1826,24,45,24,91,1,0
1827,24,49,67,80,3,1
1828,18,54,77,65,7,1
1829,21,50,55,70,8,1
1830,22,65,65,76,9,1
1831,23,70,84,85,1,0
1832,18,68,64,64,4,1
1833,22,68,89,67,2,1
1834,19,90,61,71,2,0
1835,18,71,86,70,1,1
1836,22,76,70,79,5,0
1837,19,58,59,74,2,0
1838,21,79,86,58,4,0
1839,23,58,55,65,9,1
1840,19,71,60,65,3,0
1841,24,44,75,49,8,1
1842,20,67,70,81,10,1
1843,19,50,73,73,6,1
1844,19,79,65,66,10,1
1845,23,78,55,81,5,0
1846,20,58,62,75,2,0
1847,24,95,85,59,3,0
1848,22,60,53,78,8,1
1849,22,40,89,85,9,0
1850,19,53,73,70,7,1
1851,20,49,62,71,1,1
1852,20,70,45,73,6,1
1853,24,46,47,59,7,1
1854,23,56,65,73,6,0
1855,21,69,64,63,10,1
1856,22,67,71,71,2,0
1857,23,64,90,73,9,1
1858,18,66,76,77,3,1
1859,22,59,68,77,6,1
1860,23,40,84,62,6,1
1861,22,59,71,73,8,1
1862,21,72,89,81,4,1
1863,18,62,61,60,6,1
1864,21,70,56,89,1,1
1865,24,56,45,62,9,0
1866,18,79,68,88,9,1
1867,19,26,55,62,7,1
1868,23,67,55,71,1,0
1869,18,85,82,70,3,0
1870,24,87,49,58,5,0
1871,24,61,71,78,4,0
1872,21,45,69,79,5,0
1873,22,85,71,78,7,0
1874,18,64,86,69,9,1
1875,23,62,60,64,1,1
1876,18,51,86,82,5,0
1877,20,46,48,74,3,0
1878,22,73,77,64,3,0
1879,23,75,87,74,2,0
1880,23,68,21,55,6,1
1881,19,53,69,73,6,1
1882,21,49,68,78,3,0
1883,19,43,70,70,1,1
1884,23,56,90,79,7,1
1885,22,49,60,80,2,1
1886,18,39,55,74,8,1
1887,18,74,70,89,3,0
1888,22,45,83,85,1,0
1889,23,79,76,78,10,1
1890,24,70,70,75,9,1
1891,18,69,67,69,5,0
1892,24,89,45,65,1,1
1893,18,45,77,79,10,1
1894,18,78,78,70,6,1
1895,21,60,61,61,10,1
1896,21,100,64,63,3,0
1897,20,59,57,65,4,1
1898,19,56,80,89,8,1
1899,22,71,65,80,5,1
1900,22,61,68,72,6,1
1901,22,53,77,76,10,0
1902,20,50,73,77,4,1
1903,21,86,76,63,6,1
1904,23,47,72,60,3,1
1905,24,68,72,82,10,1
1906,24,80,72,58,1,0
1907,23,81,75,71,6,1
1908,20,55,76,64,1,0
1909,23,61,55,74,10,1
1910,22,58,62,69,3,1
1911,19,41,67,77,8,1
1912,18,73,75,48,7,0
1913,24,65,89,83,8,0
1914,21,86,60,79,10,1
1915,21,52,80,82,10,0
1916,20,81,63,80,2,1
1917,21,82,86,75,10,1
1918,22,65,92,65,7,1
1919,24,32,49,76,4,0
1920,23,57,66,74,1,0
1921,22,91,41,80,3,0
1922,20,69,49,78,5,0
1923,22,75,50,72,10,1
1924,23,63,77,76,8,0
1925,19,61,75,77,2,0
